City,Neighbourhood,Address,Property Type,Duration on market,Beds,Baths,Price,total_hours
St. Catharines,No data,18 Prince Charles Drive,House,9 days 00:00:00,3,2,920000,216.0
Vaughan,Brownridge,92 Thornbrook Court,House,9 days 00:00:00,4,4,1688000,216.0
Toronto,Trinity-Bellwoods,270 Claremont Street,Townhouse,9 days 00:00:00,2,3,1699000,216.0
Toronto,Church-Yonge Corridor,405-25 Maitland Street,Condo,9 days 00:00:00,2,2,929900,216.0
Toronto,Church-Yonge Corridor,4003-197 Yonge Street,Condo,9 days 00:00:00,1,1,698000,216.0
Niagara Falls,Hospital,5651 Woodland Boulevard,House,0 days 09:00:00,4,2,729999,9.0
Clarington,Bowmanville,27 Connell Lane,Townhouse,9 days 00:00:00,3,2,699000,216.0
Oshawa,O'Neill,433 Juliana Drive,House,9 days 00:00:00,4,2,1099000,216.0
Ajax,Central West,18 Bowers Court,House,9 days 00:00:00,3,3,1050000,216.0
Toronto,Steeles,401-275 Bamburgh Circle,Condo,9 days 00:00:00,2,2,695000,216.0
Toronto,Bedford Park-Nortown,519-40 Sylvan Valleyway ,Condo,9 days 00:00:00,2,2,1098000,216.0
Shrewsbury,No data,25 Princess Street,No data,0 days 00:00:00,2,1,310000,128.61731919521478
Vaughan,Glen Shields,57 Shawn Place,House,9 days 00:00:00,3,3,1299000,216.0
Markham,Milliken Mills East,38 Silverthorne Road,House,9 days 00:00:00,4,4,1380000,216.0
Pickering,Dunbarton,871 Finch Avenue,House,9 days 00:00:00,3,2,1299000,216.0
Toronto,Willowdale East,169 Norton Avenue,House,9 days 00:00:00,4,5,3399800,216.0
Markham,Royal Orchard,812-8111 Yonge Street,Condo,9 days 00:00:00,3,2,830000,216.0
Toronto,Casa Loma,101-200 Russell Hill Road,Condo,9 days 00:00:00,2,3,7950000,216.0
Toronto,Annex,404-900 Yonge Street,Condo,9 days 00:00:00,2,2,1350000,216.0
Toronto,Stonegate-Queensway,12 Glenn Murray Drive,House,9 days 00:00:00,4,4,1998000,216.0
Oshawa,Vanier,238 Greenwood Avenue,House,9 days 00:00:00,3,2,779000,216.0
Whitby,Williamsburg,50 Wimbledon Court,House,9 days 00:00:00,3,4,1265000,216.0
Toronto,St. Andrew-Windfields,29 Berkindale Drive,House,0 days 00:00:00,4,5,5280000,128.61731919521478
Whitby,No data,140 Christine Elliot Avenue,House,9 days 00:00:00,4,3,1249900,216.0
Welland,Welland Downtown,20 Park Street,Townhouse,9 days 00:00:00,4,2,559900,216.0
Toronto,Casa Loma,303-200 Russell Hill Road,Condo,9 days 00:00:00,2,3,6295000,216.0
Whitby,Williamsburg,140 Christine Elliott Avenue,Townhouse,9 days 00:00:00,4,3,1249900,216.0
Richmond Hill,Observatory,1102-100 Observatory Lane S,Condo,0 days 05:00:00,2,2,650000,5.0
Toronto,Yonge-St. Clair,704-10 Delisle Avenue,Condo,9 days 00:00:00,1,1,849900,216.0
Toronto,Waterfront Communities C1,2908-295 Adelaide Street W,No data,9 days 00:00:00,1,1,699000,216.0
Vaughan,Patterson,93 Queen Filomena Avenue,House,9 days 00:00:00,5,5,1999000,216.0
Toronto,Broadview North,79 O'connor Drive,House,9 days 00:00:00,2,2,999900,216.0
Toronto,South Parkdale,20 Trenton Terrace,Townhouse,0 days 12:00:00,2,1,1280000,12.0
Toronto,Mount Pleasant East,241 Manor Road E,House,9 days 00:00:00,2,2,1699000,216.0
Toronto,Cabbagetown-South St. James Town,468 Wellesley Street E,Townhouse,0 days 00:00:00,2,4,2790000,128.61731919521478
Toronto,Bay Street Corridor,1205-77 Charles Street W,Condo,9 days 00:00:00,2,2,2998000,216.0
St. Catharines,Grapeview,26 Crestcombe Road,House,0 days 00:00:00,3,2,799900,128.61731919521478
Niagara Falls,Morrison,6325 Balmoral Avenue,House,9 days 00:00:00,7,5,1200000,216.0
Toronto,Lansing-Westgate,217 Elmhurst Avenue,House,9 days 00:00:00,4,8,4495000,216.0
Fort Erie,No data,1145 Pettit Road,House,7 days 00:00:00,3,2,699900,168.0
Toronto,L'Amoreaux,14-17 Eaton Park Lane,Condo,9 days 00:00:00,2,2,799000,216.0
Toronto,Agincourt South-Malvern West,22 Hayward Crescent,House,9 days 00:00:00,4,2,1050000,216.0
Toronto,Bridle Path-Sunnybrook-York Mills,55 Donwoods Drive,House,0 days 00:00:00,3,3,3988000,128.61731919521478
Crystal Beach,Crystal Beach / Ridgeway,3819 Terrace Lane,House,0 days 00:00:00,2,2,900000,128.61731919521478
Fort Erie,No data,3819 Terrace Lane,Townhouse,0 days 00:00:00,2,2,900000,128.61731919521478
Richmond Hill,Jefferson,37 Thistle Avenue,Townhouse,9 days 00:00:00,3,4,1188000,216.0
Toronto,Agincourt North,118 Valdor Drive,No data,9 days 00:00:00,4,4,899000,216.0
Whitby,Pringle Creek,1114-711 Rossland Road E,Condo,9 days 00:00:00,1,1,599000,216.0
Richmond Hill,Observatory,749-9471 Yonge Street,Condo,9 days 00:00:00,2,2,799000,216.0
Toronto,Annex,2508-32 Davenport Road,Condo,9 days 00:00:00,2,2,1189000,216.0
Toronto,Newtonbrook West,48 Elise Terrace,Townhouse,9 days 00:00:00,3,2,999000,216.0
Markham,Royal Orchard,211-80 Inverlochy Boulevard,Condo,9 days 00:00:00,3,2,699900,216.0
Markham,Buttonville,82 Mary Elizabeth Crescent,House,9 days 00:00:00,4,4,1688000,216.0
Toronto,Waterfront Communities C1,538-151 Dan Leckie Way,Condo,9 days 00:00:00,1,1,569000,216.0
Ajax,Northwest Ajax,62 Harty Crescent,House,9 days 00:00:00,3,3,1099900,216.0
Toronto,Milliken,93 Montezuma Trail,Townhouse,9 days 00:00:00,3,3,979000,216.0
Toronto,Niagara,3006-19 Western Battery Road,Condo,9 days 00:00:00,2,2,749000,216.0
Toronto,Greenwood-Coxwell,10-1321 Gerrard Street E,Condo,9 days 00:00:00,1,1,618800,216.0
Markham,Cornell,128-2 Dunsheath Way,Condo,9 days 00:00:00,2,2,839999,216.0
Richmond Hill,Oak Ridges,57 Bond Crescent,House,9 days 00:00:00,4,5,2788800,216.0
Toronto,The Beaches,508-1888 Queen Street E,Condo,10 days 00:00:00,2,1,1099000,240.0
Toronto,Waterfront Communities C8,221-33 Mill Street,Condo,10 days 00:00:00,1,1,789000,240.0
Toronto,Waterfront Communities C1,1018-55 Harbour Square,Condo,10 days 00:00:00,2,2,1175000,240.0
Toronto,Newtonbrook East,47 Nevada Avenue,House,10 days 00:00:00,4,4,2188000,240.0
Toronto,West Hill,1 Wagner Drive,House,10 days 00:00:00,3,2,999999,240.0
Toronto,Waterfront Communities C1,802-10 York Street,Condo,10 days 00:00:00,1,1,749000,240.0
Toronto,Newtonbrook West,408 Connaught Avenue,House,10 days 00:00:00,4,7,3400000,240.0
Markham,Wismer,309-9506 Markham Road,Condo,10 days 00:00:00,1,1,699800,240.0
Pelham,No data,55 Bergenstein Crescent,House,10 days 00:00:00,4,3,1349000,240.0
Toronto,Henry Farm,209-32 Forest Manor Road,Condo,10 days 00:00:00,1,2,779900,240.0
Markham,Greensborough,57 Delray Drive,Townhouse,10 days 00:00:00,3,4,1379999,240.0
Toronto,Rouge E11,12 Mac Frost Way,Townhouse,10 days 00:00:00,4,4,1505000,240.0
Niagara Falls,Chippawa,3640 Weinbrenner Road,House,10 days 00:00:00,4,3,3400,240.0
Toronto,Highland Creek,99 Bobmar Road,House,10 days 00:00:00,4,4,1639888,240.0
Toronto,Malvern,17E-6 Rosebank Drive,Condo,2 days 00:00:00,2,2,698000,48.0
Ajax,Central,26 Windsor Avenue,House,10 days 00:00:00,3,1,799900,240.0
Thorold,No data,11 Legacy Lane,House,10 days 00:00:00,4,4,999900,240.0
Toronto,Rustic,68 Beckett Avenue,House,10 days 00:00:00,3,2,1199000,240.0
Markham,Middlefield,410-7428 Markham Road,Condo,10 days 00:00:00,2,2,745000,240.0
Clarington,Newcastle,162 Edward Street W,House,10 days 00:00:00,3,2,899999,240.0
Toronto,Waterfront Communities C1,1201-12 Yonge Street,Condo,10 days 00:00:00,1,1,759000,240.0
Markham,Royal Orchard,30 Jondan Crescent,House,10 days 00:00:00,6,5,3199000,240.0
Whitby,Rolling Acres,4 Divine Drive,House,0 days 05:00:00,4,4,1199900,5.0
Toronto,Willowdale West,203-30 Canterbury Place,Condo,10 days 00:00:00,2,2,599000,240.0
Toronto,Clairlea-Birchmount,16 Belanger Crescent,Townhouse,10 days 00:00:00,3,3,1118000,240.0
Richmond Hill,Langstaff,503-55 Oneida Crescent,No data,10 days 00:00:00,2,2,796800,240.0
Markham,Unionville,91 Fitzgerald Avenue,House,10 days 00:00:00,4,7,3388000,240.0
Toronto,Briar Hill-Belgravia,1048 Roselawn Avenue,House,10 days 00:00:00,2,1,899000,240.0
Toronto,Don Valley Village,810-20 Bloorview Place,Condo,10 days 00:00:00,2,2,799000,240.0
Toronto,Ionview,50 Treverton Drive,House,0 days 00:00:00,4,3,1277000,128.61731919521478
Toronto,Don Valley Village,28 Prattley Drive,House,0 days 00:00:00,4,3,1499000,128.61731919521478
Thorold,Thorold S.,64 Sunset Way,Townhouse,10 days 00:00:00,4,4,749000,240.0
Thorold,No data,64 Sunset Way,Townhouse,10 days 00:00:00,3,4,749000,240.0
Vaughan,Crestwood-Springfarm-Yorkhill,113 Theodore Place,House,0 days 00:00:00,5,6,2485000,128.61731919521478
Toronto,Rouge E11,118 Millcar Drive,Townhouse,10 days 00:00:00,4,4,1199000,240.0
Markham,Milliken Mills West,86 Larksmere Court,No data,10 days 00:00:00,3,4,1199000,240.0
Toronto,Steeles,429-25 Bamburgh Circle,Condo,0 days 00:00:00,2,2,605000,128.61731919521478
Toronto,Lawrence Park North,24 Roslin Avenue,House,10 days 00:00:00,3,1,1249900,240.0
Toronto,Waterfront Communities C1,911-90 Queens Wharf Road,Condo,10 days 00:00:00,1,1,589000,240.0
Richmond Hill,Bayview Hill,37 Montclair Road,House,10 days 00:00:00,4,5,2598000,240.0
Toronto,Waterfront Communities C1,2918-55 Harbour Square,Condo,10 days 00:00:00,2,2,1450000,240.0
Toronto,Waterfront Communities C1,3210-88 Harbour Street,Condo,10 days 00:00:00,2,2,888000,240.0
Toronto,Parkwoods-Donalda,2506-18 Graydon Hall Drive,Condo,10 days 00:00:00,1,1,628800,240.0
Markham,Berczy,283 Harbord Street,House,10 days 00:00:00,3,4,1499000,240.0
Toronto,Henry Farm,518-36 Forest Manor Road,Condo,11 days 00:00:00,1,1,678000,264.0
Niagara Falls,Greenwood Golf,7208 St Michael Avenue,House,11 days 00:00:00,5,4,4200,264.0
Toronto,Waterfront Communities C1,6601-88 Harbour Street,Condo,11 days 00:00:00,1,1,819000,264.0
Vaughan,Beverley Glen,1402-75 North Park Road,Condo,11 days 00:00:00,2,2,899000,264.0
Vaughan,Crestwood-Springfarm-Yorkhill,223 Crestwood Road,House,11 days 00:00:00,3,7,4649000,264.0
Toronto,Ionview,898 Kennedy Road,House,11 days 00:00:00,3,3,1298000,264.0
Welland,No data,148 Niagara Street,Townhouse,11 days 00:00:00,3,2,599900,264.0
Ajax,Central,66 Adams Drive,House,11 days 00:00:00,4,4,1199000,264.0
Toronto,Milliken,1505-330 Alton Towers Circle,Condo,0 days 00:00:00,2,2,799000,128.61731919521478
Markham,Cornell,114 Albert Lewis Street,House,0 days 00:00:00,3,3,1538000,128.61731919521478
Richmond Hill,Devonsleigh,59 Yorkland Street,House,11 days 00:00:00,4,5,2499888,264.0
Toronto,Banbury-Don Mills,2 Hemford Crescent,House,11 days 00:00:00,3,3,1899000,264.0
Markham,Village Green-South Unionville,803-8323 Kennedy Road,Condo,11 days 00:00:00,1,1,668000,264.0
Toronto,Steeles,336-25 Bamburgh Circle,Condo,11 days 00:00:00,2,2,609000,264.0
Fonthill,No data,25-1465 Station Street,No data,0 days 00:00:00,2,2,699900,128.61731919521478
Toronto,Willowdale East,1005-880 Grandview Way,Condo,11 days 00:00:00,3,3,1299000,264.0
Toronto,Niagara,607-38 Joe Shuster Way,Condo,11 days 00:00:00,2,2,859000,264.0
Toronto,Downsview-Roding-CFB,103-1445 Wilson Avenue,Condo,11 days 00:00:00,2,2,550000,264.0
Markham,Royal Orchard,208-397 Royal Orchard Boulevard,Condo,11 days 00:00:00,2,3,1750000,264.0
Clarington,Courtice,5 Pinedale Crescent,House,11 days 00:00:00,4,3,999000,264.0
Welland,Broadway,115 Denistoun Street,House,11 days 00:00:00,4,2,574900,264.0
Thorold,No data,18 Patricia Street,Townhouse,11 days 00:00:00,5,3,699900,264.0
Markham,Royal Orchard,203-397 Royal Orchard Boulevard,Condo,11 days 00:00:00,2,3,2730000,264.0
Niagara Falls,No data,7712 Charnwood Avenue,House,11 days 00:00:00,3,1,819000,264.0
Clarington,Courtice,46 Daiseyfield Avenue,House,11 days 00:00:00,3,4,999000,264.0
Toronto,Bendale,28 Munson Crescent,House,11 days 00:00:00,4,3,1298000,264.0
Toronto,Bathurst Manor,182 Honiton Street,House,11 days 00:00:00,3,3,1900000,264.0
Niagara-on-the-lake,Town,1 Wilberforce Avenue,House,11 days 00:00:00,5,3,1250000,264.0
Toronto,Mimico,3010-33 Shore Breeze Drive,No data,11 days 00:00:00,2,2,1129000,264.0
Toronto,Bay Street Corridor,519-7 Grenville Street,Condo,11 days 00:00:00,1,2,849900,264.0
Port Colborne,No data,4875 Mapleview Crescent,House,11 days 00:00:00,3,1,699900,264.0
Toronto,Mimico,2504-2240 Lake Shore Boulevard W,Condo,0 days 00:00:00,2,2,935000,128.61731919521478
Markham,Grandview,33 Henderson Avenue,House,11 days 00:00:00,4,2,1686000,264.0
Pickering,Liverpool,11-1415 Fieldlight Boulevard,Condo,11 days 00:00:00,3,2,888800,264.0
Toronto,Waterfront Communities C1,2601-20 Richardson Street,Condo,11 days 00:00:00,1,1,789900,264.0
Toronto,Woburn,2632-68 Corporate Drive,Condo,11 days 00:00:00,2,2,765000,264.0
Niagara Falls,No data,8254 Tulip Tree Drive,Townhouse,11 days 00:00:00,3,3,829990,264.0
Toronto,The Beaches,719 Kingston Road,House,11 days 00:00:00,3,2,1299999,264.0
Fonthill,No data,13 Myrtle Street,No data,0 days 00:00:00,4,3,1099000,128.61731919521478
Toronto,Waterfront Communities C1,PH09-270 Wellington Street W,Condo,11 days 00:00:00,2,2,1099900,264.0
Toronto,Rockcliffe-Smythe,21 Beechwood Avenue,House,0 days 00:00:00,2,2,998888,128.61731919521478
Vaughan,Patterson,40 Shemer Drive,House,11 days 00:00:00,3,4,1539900,264.0
Toronto,L'Amoreaux,54 Wayside Avenue,Townhouse,11 days 00:00:00,3,4,1250000,264.0
Ajax,Central East,8 Dewsnap Road,House,11 days 00:00:00,4,3,998000,264.0
Toronto,Mount Pleasant West,1807-25 Broadway Avenue,Condo,11 days 00:00:00,2,2,1149000,264.0
Markham,Commerce Valley,54 South Park Road,Condo,0 days 00:00:00,4,5,1780000,128.61731919521478
Welland,No data,LOT: 8C-120 Sunflower Place,Townhouse,11 days 00:00:00,3,4,819000,264.0
Markham,Middlefield,143 Doubtfire Crescent,House,11 days 00:00:00,4,4,1649800,264.0
Whitby,Pringle Creek,99 Clune Place,House,1 days 00:00:00,4,3,950000,24.0
Markham,Aileen-Willowbrook,921-7805 Bayview Avenue,Condo,11 days 00:00:00,3,2,990000,264.0
Toronto,Willowdale West,512-23 Lorraine Drive,Condo,11 days 00:00:00,2,2,799990,264.0
Pelham,No data,13 Myrtle Street,House,11 days 00:00:00,4,3,1099000,264.0
Clarington,Bowmanville,18 Jennings Drive,House,11 days 00:00:00,4,3,1450000,264.0
Toronto,Moss Park,2306-55 Ontario Street,Condo,11 days 00:00:00,2,2,1495000,264.0
Oshawa,Centennial,91 Russett Avenue,Townhouse,11 days 00:00:00,2,3,699000,264.0
Toronto,Downsview-Roding-CFB,93 William Duncan Road,Townhouse,0 days 00:00:00,3,3,1388000,128.61731919521478
Toronto,Dorset Park,140 Ellendale Drive,House,11 days 00:00:00,3,3,999140,264.0
Oshawa,O'Neill,227-50 Richmond Street E,Condo,11 days 00:00:00,1,1,439000,264.0
Toronto,Flemingdon Park,614-5 Vicora Link Way,Condo,11 days 00:00:00,3,2,599999,264.0
Toronto,Mount Pleasant West,211-35 Merton Street,Condo,0 days 00:00:00,2,1,849900,128.61731919521478
Vaughan,Lakeview Estates,12 Mccrackin Court,House,11 days 00:00:00,3,4,1599000,264.0
Toronto,Agincourt North,196 Placentia Boulevard,House,11 days 00:00:00,3,4,1508000,264.0
Toronto,Tam O'Shanter-Sullivan,307-3121 Sheppard Avenue,Condo,11 days 00:00:00,1,2,649900,264.0
Toronto,Tam O'Shanter-Sullivan,15 Charlemont Crescent,House,11 days 00:00:00,3,3,1188000,264.0
Toronto,Niagara,305-50 Ordnance Street,Condo,11 days 00:00:00,2,2,937000,264.0
Markham,Box Grove,13 Oakborough Drive,House,11 days 00:00:00,4,4,1688000,264.0
Toronto,Brookhaven-Amesbury,709-1461 Lawrence Avenue W,Condo,11 days 00:00:00,2,2,728800,264.0
Toronto,Waterfront Communities C1,804-33 Bay Street,Condo,11 days 00:00:00,2,2,996000,264.0
Markham,Unionville,125 Lichfield Road,Townhouse,11 days 00:00:00,3,6,1498000,264.0
Toronto,Milliken,105 Seamist Crescent,House,11 days 00:00:00,3,3,998000,264.0
Richmond Hill,Westbrook,101 Firwood Drive,Townhouse,11 days 00:00:00,3,3,1489000,264.0
Ajax,Northeast Ajax,5 Bignell Crescent,House,11 days 00:00:00,5,6,1799000,264.0
Toronto,Cliffcrest,272 Randall Crescent,House,11 days 00:00:00,3,2,999000,264.0
Richmond Hill,South Richvale,85 Spruce Avenue,House,12 days 00:00:00,4,4,2859980,288.0
Richmond Hill,North Richvale,41 Merrylynn Drive,No data,12 days 00:00:00,3,3,1299000,288.0
Toronto,Parkwoods-Donalda,72 Pynford Crescent,Townhouse,12 days 00:00:00,3,2,1230000,288.0
Toronto,Willowdale East,1501-28 Harrison Garden Boulevard,Condo,12 days 00:00:00,2,2,699900,288.0
Markham,Wismer,29 Armillo Place,Townhouse,12 days 00:00:00,3,5,1459000,288.0
Richmond Hill,Devonsleigh,217-11121 Yonge Street,Condo,12 days 00:00:00,2,2,818000,288.0
Ajax,Central,127 Sullivan Drive,House,0 days 00:00:00,4,4,1399900,128.61731919521478
Crystal Beach,No data,3731 Concord Avenue,No data,0 days 00:00:00,4,2,780000,128.61731919521478
Toronto,Waterfront Communities C1,2808-170 Fort York Boulevard,Condo,12 days 00:00:00,1,1,765000,288.0
Toronto,Rockcliffe-Smythe,9 Cliff Street,House,12 days 00:00:00,3,2,999000,288.0
Richmond Hill,Bayview Hill,40 Kingmount Crescent,House,12 days 00:00:00,4,6,2698000,288.0
Toronto,Waterfront Communities C1,5007-65 Bremner Boulevard,Condo,0 days 00:00:00,1,1,699900,128.61731919521478
Cherry Valley,Athol Ward,55 Butternut Lane,House,12 days 00:00:00,2,2,275000,288.0
Welland,No data,691 Julia Drive,Townhouse,12 days 00:00:00,3,3,699000,288.0
Toronto,Mimico,1806-59 Annie Craig Drive,Condo,12 days 00:00:00,1,1,656000,288.0
Ridgeville,No data,480 Metler Road,No data,0 days 00:00:00,1,2,3200000,128.61731919521478
Richmond Hill,Doncrest,11 Stratford Drive,House,12 days 00:00:00,4,4,1788888,288.0
Oshawa,Pinecrest,1200 Grandview Street N,House,12 days 00:00:00,3,3,799900,288.0
Clarington,Courtice,597 George Reynolds Drive,House,12 days 00:00:00,4,5,1999000,288.0
Toronto,Scarborough Village,14 Mason Road,House,12 days 00:00:00,3,1,1190000,288.0
Toronto,Birchcliffe-Cliffside,107-2201 Kingston Road,Condo,12 days 00:00:00,1,1,595000,288.0
Toronto,Waterfront Communities C1,2416-55 Harbour Square,Condo,12 days 00:00:00,1,2,1149900,288.0
Toronto,York University Heights,69 Frankton Crescent,Townhouse,0 days 00:00:00,4,3,899000,128.61731919521478
Toronto,Scarborough Village,82 Conn Smythe Drive,Townhouse,12 days 00:00:00,3,3,1049900,288.0
Toronto,Mimico,4703-2200 Lake Shore Boulevard W,Condo,12 days 00:00:00,1,1,699900,288.0
Toronto,Willowdale West,23-57 Finch Avenue W,Condo,0 days 00:00:00,2,2,998000,128.61731919521478
Toronto,Henry Farm,1501-2015 Sheppard Avenue E,Condo,12 days 00:00:00,1,1,670000,288.0
Toronto,Banbury-Don Mills,5 Norden Crescent,House,12 days 00:00:00,4,6,4238000,288.0
St. Catharines,No data,106-17 Old Pine Trail,Condo,12 days 00:00:00,3,1,449999,288.0
Toronto,Church-Yonge Corridor,5001-1 Bloor Street E,Condo,12 days 00:00:00,2,3,1870000,288.0
Vineland,Lincoln,109-3996 Victoria Avenue,Condo,12 days 00:00:00,1,1,579900,288.0
Vaughan,Glen Shields,51 Oakmount Crescent,House,0 days 04:00:00,4,3,1088000,4.0
Markham,Cornell,2805 Bur Oak Avenue,Townhouse,12 days 00:00:00,3,3,845000,288.0
Niagara Falls,No data,12-5150 Dorchester Road,Condo,12 days 00:00:00,3,3,738000,288.0
Toronto,Bendale,323-25 Town Centre Court,Condo,12 days 00:00:00,1,1,549988,288.0
Toronto,Waterfront Communities C1,1507-458 Richmond Street W,Condo,12 days 00:00:00,1,1,974900,288.0
Toronto,Church-Yonge Corridor,2408-89 Mcgill Street,Condo,12 days 00:00:00,3,2,1070000,288.0
Toronto,Waterfront Communities C1,837-8 Telegram Mews,Condo,12 days 00:00:00,3,3,2288000,288.0
Toronto,Leaside,101-76 Aerodrome Crescent,Condo,12 days 00:00:00,2,2,890000,288.0
St. Catharines,No data,33 West Farmington Drive,House,0 days 00:00:00,3,2,1289900,128.61731919521478
Toronto,Dufferin Grove,16 Archer Street,Townhouse,12 days 00:00:00,4,2,1499000,288.0
Niagara Falls,No data,7661 Cottonwood Drive,House,12 days 00:00:00,3,3,849000,288.0
Markham,Cornell,5 Stackstone Road,House,12 days 00:00:00,4,4,1588000,288.0
Richmond Hill,Langstaff,19 Silver Fir Street,House,0 days 00:00:00,5,6,3290000,128.61731919521478
Toronto,Newtonbrook West,1522-25 Greenview Avenue E,Condo,12 days 00:00:00,1,1,699000,288.0
Markham,Wismer,18 Davidoff Street,House,12 days 00:00:00,3,4,1588000,288.0
Toronto,Willowdale East,277 Princess Avenue,House,12 days 00:00:00,5,7,3598000,288.0
Markham,Cornell,504 Cornell Rouge Boulevard,House,12 days 00:00:00,4,3,1999800,288.0
Oshawa,Vanier,109 Nassau Street,House,12 days 00:00:00,2,1,529999,288.0
Toronto,Briar Hill-Belgravia,23 Miranda Avenue,Townhouse,12 days 00:00:00,3,2,999000,288.0
Ajax,South West,30 Hunters Crossing Street,Townhouse,12 days 00:00:00,3,3,1099000,288.0
Oshawa,Samac,28-220 Ormond Drive,Condo,12 days 00:00:00,3,2,599000,288.0
Toronto,Woburn,1807-36 Lee Centre Drive,Condo,12 days 00:00:00,2,2,599800,288.0
Toronto,Willowdale East,LPH 1-28 Olive Avenue,Condo,12 days 00:00:00,1,1,768000,288.0
Toronto,Thorncliffe Park,912-35 Brian Peck Crescent,Condo,12 days 00:00:00,1,1,699000,288.0
St. Catharines,No data,2 Densgrove Drive,House,12 days 00:00:00,2,2,679000,288.0
Markham,Unionville,3 Casson Place,House,12 days 00:00:00,4,5,1688888,288.0
Ajax,Central West,16 Farmers Avenue,Townhouse,12 days 00:00:00,4,3,899000,288.0
Toronto,Mount Pleasant East,26 Fairfield Road,House,0 days 00:00:00,4,4,2988000,128.61731919521478
Richmond Hill,Doncrest,1007-372 Highway 7 E,Condo,12 days 00:00:00,1,2,763900,288.0
Toronto,Agincourt South-Malvern West,1921-181 Village Green Square,Condo,12 days 00:00:00,2,2,699000,288.0
Fort Erie,No data,456 Lakeview Road,House,12 days 00:00:00,3,2,599900,288.0
Toronto,Trinity-Bellwoods,127 Manning Avenue,Townhouse,0 days 00:00:00,2,2,1299999,128.61731919521478
Toronto,St. Andrew-Windfields,12 Balding Court,House,12 days 00:00:00,4,7,6980000,288.0
Markham,Thornhill,508-62 Suncrest Boulevard,Condo,0 days 00:00:00,1,1,678888,128.61731919521478
Toronto,Agincourt South-Malvern West,205-225 Village Green Square,Condo,12 days 00:00:00,1,1,659900,288.0
Toronto,Kensington-Chinatown,103-96 St Patrick Street,Condo,12 days 00:00:00,1,1,599900,288.0
Welland,No data,607 First Avenue,Townhouse,12 days 00:00:00,4,3,749900,288.0
Markham,Cornell,28 Evaridge Drive,House,12 days 00:00:00,3,3,1688800,288.0
Toronto,Waterfront Communities C1,#1007-8 Telegram Mews,Condo,12 days 00:00:00,2,2,939900,288.0
Vaughan,Patterson,1 Blue Grouse Road,House,12 days 00:00:00,3,4,1498000,288.0
Toronto,Playter Estates-Danforth,24 Erindale Avenue,Townhouse,12 days 00:00:00,3,3,1880000,288.0
Markham,Unionville,2006-15 Water Walk Drive,Condo,12 days 00:00:00,1,2,919000,288.0
Oshawa,Centennial,134-120 Nonquon Road,Condo,12 days 00:00:00,3,1,499900,288.0
Richmond Hill,Devonsleigh,85 Bilbermar Drive,House,12 days 00:00:00,4,4,1679000,288.0
Toronto,University,2201-426 University Avenue,Condo,12 days 00:00:00,1,1,789900,288.0
Toronto,Newtonbrook East,2306-5791 Yonge Street,Condo,12 days 00:00:00,1,1,579000,288.0
Richmond Hill,Bayview Hill,138 Clarendon Drive,House,12 days 00:00:00,4,7,3780000,288.0
Toronto,Waterfront Communities C1,713-18 Yonge Street,Condo,12 days 00:00:00,2,1,815000,288.0
Toronto,Clairlea-Birchmount,103-35 Strangford Lane N,Condo,12 days 00:00:00,3,2,699900,288.0
Toronto,Little Portugal,1113-150 Sudbury Street,Condo,12 days 00:00:00,1,1,599900,288.0
Toronto,Church-Yonge Corridor,520-155 Dalhousie Street,Condo,12 days 00:00:00,2,2,1185000,288.0
Niagara-on-the-lake,No data,205-1501 Line 8 Road,House,12 days 00:00:00,3,1,124000,288.0
Welland,No data,25 Smith Street,House,12 days 00:00:00,3,3,749900,288.0
Toronto,Corso Italia-Davenport,1826 Dufferin Street,Townhouse,0 days 00:00:00,3,2,999999,128.61731919521478
Oshawa,Lakeview,821 Oxford Street,House,12 days 00:00:00,3,2,799000,288.0
Toronto,Rouge E11,16 Rotary Drive,Townhouse,12 days 00:00:00,3,2,849000,288.0
Ajax,Northwest Ajax,60 Weston Crescent,House,0 days 00:00:00,4,5,1849000,128.61731919521478
Toronto,Woburn,368 Painted Post Drive,House,12 days 00:00:00,3,3,999900,288.0
Toronto,Dovercourt-Wallace Emerson-Junction,122-25 Turntable Crescent,Condo,12 days 00:00:00,2,2,799900,288.0
St. Catharines,Fairview Mall,503-359 Geneva Street,Condo,12 days 00:00:00,1,1,309900,288.0
Oshawa,Samac,37-221 Ormond Drive,Condo,12 days 00:00:00,3,2,780000,288.0
Ajax,Central East,527 Rossland Road,Townhouse,12 days 00:00:00,4,4,1150000,288.0
Toronto,Bathurst Manor,72 Waterloo Avenue,House,12 days 00:00:00,3,2,1480000,288.0
Toronto,Hillcrest Village,239-4005 Don Mills Road,Condo,12 days 00:00:00,2,2,799000,288.0
Toronto,Newtonbrook West,69-541 Steeles Avenue W,Condo,0 days 08:00:00,3,3,799000,8.0
Toronto,Dovercourt-Wallace Emerson-Junction,1175 Dovercourt Road,Townhouse,12 days 00:00:00,9,7,2899000,288.0
Markham,Sherwood-Amberglen,154 Major Button's Drive,House,12 days 00:00:00,4,4,1399900,288.0
Oshawa,Eastdale,577 Galahad Drive,House,12 days 00:00:00,3,3,1095000,288.0
Toronto,Bay Street Corridor,401-35 Balmuto Street,Condo,12 days 00:00:00,1,1,780000,288.0
Toronto,Waterfront Communities C1,1207-361 Front Street W,Condo,12 days 00:00:00,2,2,998000,288.0
